"articulo","iditem","cod_familia","cod_sub_familia"
"BOTA DE SEGURIDAD DIELECTRICA",76289,2,9
"CORREA DE MANO PARA COMPUTADOR PDA",76677,10,43
"ESTUDIO MOLECULAR DE ADN PARA GEN DE LMA",24488,3,8
"CONFECCION DE TANQUE DE BAROMETRICA",76679,3,7
"ARRENDAMIENTO DE CARTEL DE SEÑAL DE TRANSITO",76228,3,5
"OBRA DESVIO IZQUIERDA",15819,2,8
"AUXILIAR DE LABORATORIO",70847,3,8
"LOCION PARA DESPUES DE AFEITAR",67098,2,9
"MEZCLA PARA EXTRACCION PARA ANALISIS DE RESIDUOS DE PLAGUICIDAS",76682,2,6
"ESTANDAR DE PROGESTERONA",76687,2,6
"ARRENDAMIENTO DE ESTACION DE CARGA A PEDAL",76591,3,5
"SET PARA SISTEMA DE ABORDAJE TUBULAR MINIMAMENTE INASIVO",76347,2,9
"REPUESTO Y/O ACCESORIO PARA PLANCHA A VAPOR INDUSTRIAL",64592,2,12
"RECIPIENTE PLASTICO PARA TOALLAS DESINFECTANTES",75953,2,9
"LLAVERO DE SIMIL CUERO",75574,2,9
"SECUENCIACION DE GENES EXT1 Y EXT2",71229,3,8
"KIT PARA COLORACION DE ADN DOBLE CADENA",76468,2,6
"REPARACION DE FACOEMULSIFICADOR",76701,3,7
"REPARACION DE CONCENTRADOR DE OXIGENO PARA OXIGENOTERAPIA",76703,3,7
"CAMISETA ANTICORTE",74109,2,9
"PAPEL AUTOADHESIVO PARA IMPRESION FOTOGRAFICA",76681,2,4
"GORRA TERMICA",76684,2,9
"CHALECO TACTICO PARA PERRO",76720,2,9
"PROTECTOR DE CODO Y ANTEBRAZO",67079,2,9
"ANTENA PARA VOLEYBOL",74124,2,9
"CHAPA DE COMPENSADOD DE ECALIPTUS",76729,2,7
"MUESTREADOR DE ALTO VOLUMEN",6967,4,3
"SEGURO REACTOR CONVERTIDOR",22956,2,12
"PLATO FLOTANTE DE EMBRAGUE",34288,2,12
"ESTUDIO MOLECULAR PARA CROMOSOMA X FRAGIL",33125,3,8
"TUERCA DE BRONCE CON VOLANTE ROSCA METRICA",75919,2,8
"SISTEMA DE CASILLEROS INTELIGENTES",76612,4,9
"PERFIL U DE CHAPA GALVANIZADA",76656,2,8
"TAPON DE POLIPROPILENO PARA TUBO A ROSCA",76019,2,9
"DESMONTAJE DE EXPOSICION",76712,3,9
"SUTURA SINTETICA ABSORBIBLE 6/0",61652,2,9
"CONTROL PARA MAQUINA BETA",10782,4,4
"TRANSFORMADOR REDUCTOR DE CORRIENTE",76045,2,9
"MEDICION DE PUESTA A TIERRA",72138,3,7
"ARRENDAMIENTO DE INMUEBLE PARA COMEDOR",3351,3,5
"VACUNA CONTRA RINONEUMONITIS,INFLUENZA,ENCEFALOMIELITIS Y TETANO EQUINA",76727,2,6
"VACUNA CONTRA PAPERAS EQUINA",76728,2,6
"COLANGIOGRAFIA TRANSPARIETO HEPATICA",24290,3,8
"PORTAFILTRO DE COMBUSTIBLE PARA MOTOSIERRA",75546,4,7
"ESTANDAR DE MEZCLA DE CANNABINOIDES SINTETICOS",72542,2,6
"ANTICUERPO ANTI- IGG HUMANA CONJUGADO CON FOSFATASA ALCALINA",67706,2,6
"BAÑO DE INMUNOHISTOQUIMICA",15705,2,9
"ANTICUERPO ANTI-MUSCULO LISO",76757,2,6
"DESMONTAJE DE VINILO",76734,3,8
"TALADRO MULTIPLE",76215,2,8
"SOFTWARE DE IDENTIFICACION FACIAL",76211,10,43
"KIT DE MANTENIMIENTO DE EQUIPO PARA DETERMINACION DE NITROGENO Y PROTEINAS KJELDAHL",76730,2,9
"DESINFECCION DE AMBIENTES Y SUPERFICIES POR VIA AEREA",76715,3,9
"EMBARCADERO DE ANIMALES PORTATIL",75058,2,8
"VINYL POLISILOXANO PARA REGISTRO DE MORDIDA",76754,2,6
"PUNTA MEZCLADORA DE SILICONA PARA IMPRESION DENTAL",76755,2,9
"PUNTA INTRAORAL PARA IMPRESION DENTAL",76756,2,9
"TOALLERO CROMADO",76739,2,9
"EMBALAJE/DESEMBALAJE DE OBRA DE ARTE",76735,2,9
"CEPO INMOVILIZADOR DE ANIMALES",76714,4,1
"REPUESTO Y/O ACCESORIO PARA FOTOCOAGULADOR LASER",61488,4,7
"LENTE PARA IRIDECTOMIA",76596,2,9
"TRANSPONDEDOR DE RADAR DE BUSQUEDA Y RESCATE (USO MARITIMO)",65742,4,6
"ENGRANAJE DE 1ª Y 5ª PARA EQUIPO DE TRANSPORTE",27541,2,12
"MONITOREO CONTINUO DE GLUCOSA EN SANGRE",76760,3,8
"JUEGO DE LLAVES DE CAÑO",76759,2,8
"MANGUITO ELASTICO",75947,2,6
"REPARACION DE BALCON",72297,6,8
"CALIBRADOR DE AMONIO",65409,2,6
"HORQUILLA DE ACCIONAMIENTO DE VENTILADOR DE MOTOR",68458,2,12
"POLEA PARA COMPRESOR DE EQUIPO DE TRANSPORTE",76704,2,12
"SEPARADOR PARA RODILLO DE DIFERENCIAL",68461,2,12
"RELE DE COMPUTADORA",76706,2,12
"RELE PRINCIPAL",76707,2,12
"CABLE DE ODOMETRO",76709,2,12
"CABLE NMEA PARA USO MARITIMO",74942,2,12
"REPIGMENTANTE",69234,2,13
"RACK PARA HORNO",70357,4,8
"RETROEXCAVADORA PARA MONTAR SOBRE TRES PUNTOS",76624,4,7
"3-AMINO-4-CARBOXAMIDOPIRAZOL-HEMISULFATO (COMPUESTO RELACIONADO DE ALLOPURINOL)",32855,2,6
"ECOENDOSCOPIA CON PUNCION BIOPSICA",75595,3,8
"JUEGO DE CINTA DE FRENO TRASERA",23892,2,12
"ARRENDAMIENTO DE CAMION REGADOR DE ASFALTO",74420,3,5
"SET DE APRENDIZAJE PARA BEBES",76765,2,9
"CUBO DE INTERACCION EN MADERA PARA NIÑOS",76764,2,9
"TABLA DE EQUILIBRIO (PSICOMOTRICIDAD)",75828,2,9
"GOMA PISTON DE SERVO FRENO",27062,2,12
"BLOQUE DE PERCUSION",76777,4,4
"TIOTROPIO + OLODATEROL",75594,2,13
"ELECTROVALVULA NEUMATICA PARA CALANDRA",76771,2,12
"BANDA DE PLACHADO PARA CALANDRA",76783,2,12
"FUNCIONAL RENAL",75570,3,8
"BOMBA TRITURADORA DE RESIDUOS SANITARIOS",74315,4,1
"ANTICUERPO ANTI BETA 2 GP1",28010,2,6
"BALON PARA EMBOLIZACION LIBERABLE (DETACHABLE)",37514,2,9
"IMPERMEABILIZANTE ELASTOMERICO",76588,2,6
"PINTURA ANTIGRAFITI",76683,2,6
"GUARDALLUVIA PARA EQUIPO DE TRANSPORTE",23646,2,12
"DETECCION DE ANTIGENO HISTOPLASMA CAPSULATUM EN ORINA",76766,3,8
"ARRENDAMIENTO DE LANCHA",76802,3,5
"SALBUTAMOL CON IPRATROPIO  ( SOLUCION PARA NEBULIZAR)",76634,2,13
"REPUESTO Y/O ACCESORIO PARA LICUADORA",76794,2,12
"PROBIOTICO (COMPRIMIDO)",71875,2,13
"INSPECCION POR PARTICULAS MAGNETICAS",73410,3,9
"CABLE USB-C A HDMI",76049,10,43
"LAMINA DE NEOLITE",76539,2,6
"REPARACION DE TOTEM LUMINOSO",76804,3,7
"JUEGO DE MESA ADIVINAR",76686,2,9
"JUEGO DE INSERTE Y CLASIFICACION",74473,2,9
"PINCEL CON CERDA LENGUA DE GATO",76780,2,9
"DOSIFICACION DE ADRENALINA",35603,3,8
"LIMPIADOR DE TERMINAL DE BATERIA",69539,2,8
"CANDADO MAESTRADO",76803,2,8
"TABLERO DE CHAPA EXTERIOR CON RIEL",76779,2,9
"BOCAL DE VIDRIO SIN TAPA",61409,2,9
"CESTILLA MONOFILAMENTO CHICA",18230,2,9
"DIANTHUS CHINENSIS",7605,2,1
"LATHYRUS MAGELLANICUS",29559,2,1
"SEMILLA DE PAVONIA HASTATA",29540,2,1
"SEMILLA DE ALNUS CORDATA",1709,2,1
"MATTHIOLA INCANA",29570,2,1
"VERBENA HORTENSIS",7614,2,1
"LAMPRANTHUS SP.",29568,2,1
"MEDIDOR DE DE PH, LUZ Y HUMEDAD PARA SUELO",76711,2,9
"SET DE PLACAS BICOLUMNAR VA- LCP 2.4 PARA RADIO DISTAL",70484,2,9
"GEL TERAPEUTICO FRIO/CALOR",75935,2,9
"BOLSA DE POLIPROPILENO PARA ESCOMBRO Y PODA",76808,2,6
"DISPOSITIVO CRIPTOGRAFICO",76809,10,43
"RODILLERA DE SEGURIDAD",76613,2,9
"TORNILLO PARA FIJACION DE CISTERNA",76617,2,9
"PINCEL ANGULAR",76782,2,9
"CONTROL DE OXALURIA",72866,2,6
"DIAMANTE INDUSTRIAL",12480,2,8
"CICLOFOTOCOAGULACION TRANSESCLERAL CON LASER DIODO",76207,3,8
"EXTRACTO DE RHODIOLA ROSEA (COMPRIMIDO)",73103,2,13
"MESA PARA AULA REFORZADA REGULABLE",75501,4,8
"CANULA ARTERIAL ANGULADA CON LUER",17766,2,9
"CANULA ARTERIAL FEMORAL CON LUER",17811,2,9
"PERFIL DE ACRILICO PARA GONDOLA",72078,2,6
"DETECCION DE ANTICUERPOS ANTI CELULAS PARIETALES",32970,3,8
"DOSIFICACION DE PSA TOTAL",75711,3,8
"GUANTE ANTICORTE/ANTIPUNCION (SEGURIDAD PERSONAL)",76710,2,9
"MEZCLA DE HARINA (USO HUMANO)",76788,2,1
"SERVICIO DE SEGUIMIENTO SATELITAL DE AERONAVE",76958,3,9
"MOLINO MEZCLADOR DE CARNE",76801,4,1
"ARIPIPRAZOL (SOLUCION ORAL)",76190,2,13
"ETEXILATO DE DABIGATRAN (COMPRIMIDOS)",70247,2,13
"CALDO DRCM",73276,2,6
"DIAGNOSTICO PRENATAL CROMOSOMICO C/ BANDEO G ALFAFETOPROTEINA EN SANGRE",35844,3,8
"INSTALACION DE CABLEADO PARA TELEVISION POR ABONADO",69858,3,9
"PEINE PARA MAQUINA DE BALAIS",2522,2,8
"VACUOSTATO",66222,2,12
"CANTONERA REFRACTARIA",66136,2,7
"TORNILLO SOBERBIO",68828,2,8
"PASAJE EN OMNIBUS DENTRO DEL PAIS (GASTOS EXTRAORDINARIOS)",76784,3,3
"ENDOPROTESIS VASCULAR FENESTRADA",76816,2,9
"REACTIVO PARA DETECCION DE CERULOPLASMINA",28135,2,6
"CUCHILLA DE TINTERO PARA IMPRESORA OFFSET",76529,4,7
"BANDEJA DE AGUA PARA IMPRESORA OFFSET",76748,4,7
"RACLETA LAVADORA PARA EQUIPO DE IMPRENTA",5769,4,7
"FUNDA PROTECTORA DE IMPRESORA",8045,10,43
"DETECCION DE PROTEINA EPIDIDIMAL HUMANA 4 (HE4)",74371,3,8
"CODO 90° DE CHAPA GALVANIZADA",75520,2,8
"ARBOL CHAMEROPS HUMILLI",4072,2,1
"PLANTA DE LAVANDULA OFFICINALIS",1906,2,1
"PLANTA DE SENECIO MONTEVIDENSIS",1913,2,1
"EXTRACCION DE MATERIAL DE CANTERA",76445,3,9
"ESTANDAR DE CYHALOFOP BUTIL",72818,2,6
"ESTANDAR DE MIREX",76852,2,6
"JUEGO DE JUNTAS DE EMBRAGUE (PARA MOTOCICLETA)",76822,2,12
"REPARACION DE DETECTOR ESPECTROFOTOMETRO DE MASAS PARA CROMATOGRAFO DE GASES (MAS)",64424,3,7
"ARCO DE CORTE PARA CAÑO PLASTICO",74069,2,8
"DETERMINACION DE ANTICUERPO ANTI- MI (DIAGNOSTICO MIOSITIS)",31460,3,8
"DOSIFICACION DE VIRUS HEPATITIS B (HBV) - GENOTIPO",33389,3,8
"ESTUDIO DE IMPACTO ARQUEOLOGICO",73073,3,8
"CIRUGIA DE IMPLANTACION DE LENTE INTRAOCULAR FAQUICA EN CAMARA POSTERIOR",35096,3,8
"REPARACION DE CARRO DE CARGA",76414,3,7
"REPUESTO Y/O ACCESORIO PARA MAQUINA RECARGADORA DE CARTUCHOS",73586,2,12
"HIDROXIAPATITA NANOCRISTALINA",76170,2,6
"ESTANDAR DE NANDROLONA",69906,2,6
"ESTANDAR DE PENILICINA G PROCAINICA",76859,2,6
"ESTANDAR DE VITAMINA B6",76850,2,6
"REPARACION DE DE BOMBA PARA TERAPIA DE PRESION NEGATIVA",76861,3,7
"ESCALERA PARA PISCINA",76853,2,8
"AGUJA PARA FIELTRAR",76876,2,9
"REACTIVO PARA DOSIFICACION DE LITIO EN SANGRE",76867,2,6
"PLANTA DE PELARGONIUM DOMESTICUM",1909,2,1
"CLAVELINA, PLANTIN",7693,2,1
"PLANTA DE SANTOLINA CHAMAECYPARISSUS",1914,2,1
"RUDBECKIA SP",11754,2,1
"PIEDRA ARENISCA (BATOVI DORADA)",4800,2,2
"TAPA GOTERA",4803,2,6
"INSUMOS PARA EQUIPO DE EXTRACCION AUTOMATICO DE ADN Y ARN",75499,2,6
"PANEL DIDACTICO",76872,2,9
"CENTRO EDUCATIVO PRIVADO",77101,3,9
"CHAPA ALUZINC CAL 24",76863,2,8
"AMOLADORA ANGULAR ELECTRICA PORTATIL A BATERIA",77015,2,8
"BABETA FRONTAL DE ALUZINC",76952,2,8
"BABETA LATERAL DE ALUZINC",76953,2,8
"FONDO ZINC RICH INORGANICO",65378,2,6
"CIERRE DE ONDA PARA CHAPA AUTOPORTANTE",76928,2,8
"CABALLETE PARA CHAPA AUTOPORTANTE",76939,2,8
"CANALON DE ALUZINC",76944,2,8
"REPARACION DE VALVULAS DE FONDO Y DESCARGA FUERA DE BORDA DE EMBARCACION",68580,3,7
"CABLE CONCENTRICO",76256,2,9
"SULFAMETAZINA SODICA (USO VETERINARIO)",14279,2,6
"PERFIL T DE ALUMINIO",76763,2,8
"PLATILLO PARA BALANZA DE DETERMINACION DE HUMEDAD",13680,2,12
"REPUESTO Y/O ACCESORIO PARA FUENTE DE LUZ",76616,2,12
"DIAGNOSTICO DE INFECCIONES GASTROINTESTINALES BACTERIANAS 1",74427,3,8
"DOSIFICACION DE PEPTIDOS DEAMINADOS DE GLIADINA (PDG)",72739,3,8
"CILINDRO HIDRAULICO PARA SILLA",76880,2,12
"FRENTE MUERTO PARA TABLERO DE INSTALACION ELECTRICA",75214,2,9
"MARCO DE ADOSAR PARA PANEL LED",76879,2,9
"CALIBRE PARA INDICE DE LAJAS",75562,4,3
"TUERCA DE TANQUE HIDRAULICO",27021,2,12
"SOPERA DE LOZA",64782,2,9
"REPUESTO Y/O ACCESORIO PARA CITOCENTRIFUGA",76599,2,12
"MEZCLADOR DE ALTA CIZALLA",76288,4,3
"CASQUILLO DE AISLACION PARA RIEL",27794,4,7
"DISPENSADOR DE AGUA DE MESA",76550,2,9
"VALVULA HUDSON PARA HUMEDIFICADOR",21436,2,9
"COJIN ABDUCTOR DE CADERA",74792,2,9
"REPARACION DE BARRERA FLOTANTE PARA DERRAMES",77007,3,7
"CRIOPERLAS PARA CONSERVACION DE CEPAS MICROBIOLOGICAS",76892,2,6
"MANTENIMIENTO DE HORNO INCINERADOR",76891,3,7
"BUJE INCLINACION PUNTA DE EJE",28060,2,12
"SOPORTE PARA CHATA",72851,2,9
"EXTENSOR DE MECHA DE COPA",76862,2,8
"ARCO DE NITINOL SUPER ELASTICO REDONDO SUPERIOR PARA ORTODONCIA",76951,2,9
"ARCO DE NITINOL SUPER ELASTICO CUADRADO SUPERIOR PARA ORTODONCIA",76956,2,9
"ARCO DE NITINOL SUPER ELASTICO REDONDO INFERIOR PARA ORTODONCIA",76950,2,9
"ARCO DE NITINOL SUPER ELASTICO CUADRADO INFERIOR PARA ORTODONCIA",76955,2,9
"BANDA SEGUNDO MOLAR ORTONDONCIA (SIN TUBO)",76960,2,9
"BANDA PRIMER MOLAR ORTONDONCIA (SIN TUBO)",76959,2,9
"REPARACION DE POLARIMETRO",76895,3,7
"PEROXIDO DE PLOMO",2801,2,6
"ESTUDIO MOLECULAR DE ADN PARA GEN NOTCH3",76893,3,8
"SUTURA POLIPROPILENO MONOFILAMENTO 7-0",15688,2,9
"CANULA VENOSA RECTA CAVA SUPERIOR",37520,2,9
"POLIGRAFIA RESPIRATORIA",74541,3,8
"TEST PARA DETECCION DE BIOFILM",76903,2,6
"SOPORTE PARA ARTROSCOPIA",64397,2,9
"CRISTAL COLOREADO PARA REVESTIMIENTO",71998,2,7
"EQUIPO DE PLANIFICACION COMPUTARIZADA 3D (RADIOTERAPIA)",15347,4,3
"FRESA CON DIAMANTADO GALVANICO PARA CONTRAANGULO",76871,2,9
"PAPEL PARA CILINDROS DE PAPEL, ONDULADO, RIZADO",76946,2,9
"PLANTA DE KALANCHOE PINNATA",2207,2,1
"PLANTA NASSELLA TENUISSIMA",76906,2,1
"PLANTA MISCANTHUS ZEBRINUS",76885,2,1
"PLANTA DIANELLA TASMANICA",76907,2,1
"PLANTA JUNCUS",76913,2,1
"ARBUSTO DE EQUISETUM ARVENSE",65311,2,1
"FAROL LED",76790,2,9
"REPUESTO Y/O ACCESORIO PARA PORTERO ELECTRICO",76929,2,12
"HORNO DE CONVECCION FORZADA",76938,4,3
"REPARACION DE MEZCLADOR DE AIRE/OXIGENO",76721,3,7
"ACIDO CAPRILICO (LIQUIDO ORAL)",52629,2,13
"COLOCACION DE BEBEDERO DE HORMIGON",76942,3,9
"MODELO CELULAR (USO DIDACTICO)",62194,2,9
"TAPA DE URNA DE FIBRA DE VIDRIO",2855,2,7
"CASACA PARA TISANERIA",76963,2,3
"CASACA PARA GASTRONOMIA",76962,2,3
"CASACA PARA PELUQUERIA",76961,2,3
"ESCALERA DE FIBRA DE VIDRIO DE DOS HOJAS",76945,2,8
"ACETATO DE CETRORELIX (INYECTABLE)",76851,2,13
"PATENTE DE RODADO",74952,3,6
"PLACA SOSTEN LATERAL PLATILLO TIBIAL 9 ORIFICIOS",24938,2,9
"CASQUILLA PARA CILINDRO DE AGUA PARA EQUIPO DE IMPRENTA",5793,4,7
"PASTA DE MAIZ SIN GLUTEN",76087,2,1
"SISTEMA DE REALIDAD VIRTUAL",76967,2,9
"PANTALLA HMI",76032,10,43
"MUÑEQUILLA COMPLETA DE CHASIS",11902,4,7
"JUEGO DE VASOS",76653,2,9
"TORNILLO CORTICAL 3.5 18MM",25091,2,9
"DETERMINACION DE SUBCLASES DE IGG",38739,3,8
"MEDIDOR PARA ORIFICIOS 1,5 - 2,0 MM DIAMETRO PARA TORNILLO DE MINIFRAGMENTOS LONGITUD 38 MM",21586,2,9
"DESCORAZONADOR DE FRUTA",76977,2,9
"RAJADORA DE LEÑA",76979,4,1
"AJUSTE DE BANCADA DE BLOCK DE MOTOR",75437,3,7
"CHAPA DE COMPENSADO DE JEQUITIBA",73811,2,7
"DETECCION DE ANTICUERPOS ANTI-IGG ASPERGILLUS FUMIGATUS",76325,3,8
"RECIBIDOR DE PUERTA DERECHA PARA EQUIPO DE TRANSPORTE",13448,2,12
"SERVICIO DE CUSTODIA DE EMBARCACIONES",76742,3,9
"ANTICUERPO ANTI-IGG DE RATON BIOTINILADO",74156,2,6
"ANTICUERPO ANTI-ALDH1A1",77002,2,6
"ANTICUERPO ANTI-INTERLEUKINA 10",77005,2,6
"ANTICUERPO ANTI RECEPTORES DE ANDROGENOS (AR)",77014,2,6
"CAMPERA POLAR PARA CABALLERO",76996,2,3
"CAMPERA POLAR PARA DAMA",76995,2,3
"PANTALON CARGO PARA DAMA",76993,2,3
"TUNICA UNISEX",76998,2,3
"ESTANDAR DE CLORHIDRATO DE 4-EPITETRACICLINA",76848,2,6
"ESTANDAR DE VITAMINA B2",76849,2,6
"REPUESTO Y/O ACCESORIO PARA EQUIPO DE RAYOS X DE INSPECCION PORTATIL",76191,2,12
"EMBUDO ANALITICO PARA POLVOS",41194,2,9
"ELEVADOR DE SELDIN",74785,2,9
"MATERIAL DE REFERENCIA METALES EN SUELO",76964,2,6
"REACTIVO PARA DETECCION CUALITATIVA DE LOS MARCADORES DEL VIRUS EPSTEIN-BARR EN SUERO/PLASMA",77009,2,6
"SECUENCIACION DE GEN DAX1",73361,3,8
"TIRADOR PARA VENTANA PROYECTANTE",77006,2,8
"IPILIMUMAB (INYECTABLE)",77008,2,13
"INSTALACION DE ALARMA DE NIVEL",76997,3,9
"CAJA INSTRUMENTAL PARA TRASLADO DE MATERIAL RADIACTIVO",77017,2,9
"KIT PARA QRT-PCR UN SOLO PASO (TRANSCRIPTASA INVERSA Y TAQ DNA POLIMERASA) TIEMPO REAL",75089,2,6
"BOLSA DERIVACION EXTERNA",17535,2,9
"HONORARIO DE CONSULTA MEDICA - MEDICINA INTERNA",74694,3,8
"TRAJE ANTIFLAMA",70431,2,9
"RESINA ACRILICA",75971,2,6
"TORNILLO DE BLOQUEO AUTORROSCANTE, TITANIO, DIAMETRO 2.4 MM, STARDRIVE",71348,2,9
"TORNILLO CORTICAL PEQUEÑOS FRAGMENTOS DIAMETRO 2.4 MM, AUTORROSCANTE, STARDRIVE",69061,2,9
"SERVICIO DE RED PRIVADA",72845,3,9
"MODULO DE PRETRATAMIENTO PARA EQUIPO AUTOMATICO PARA TINCION DE LAMINAS HISTOLOGICAS",76702,4,3
"CATETER PUNCION RADIAL 20G PARA PAM ADULTO",18077,2,9
"PARASOL ALUMINIZADO",73187,2,12
"REPUESTO Y/O ACCESORIO PARA PARASOL DE ALUMINIO",76785,2,12
"BROCHE PARA FIJACION DE PROTECTOR DE MOTOR",77018,2,12
"TIRANTE DE PINO OREGON",76991,2,7
"GUIA DE TRANSITO ADUANERA",73146,3,6
"REPUESTO Y/O ACCESORIO PARA SISTEMA DE REGISTRO VISUAL",75011,2,12
"ARBOL DE LEVAS DE MOTOR (PARA MOTOCICLETA)",76819,2,12
"REPARACION DE CONTENEDOR REFRIGERADO",76243,3,7
"PUNTA DE PARAGOLPE DERECHO",75753,2,12
"PUNTA DE PARAGOLPE IZQUIERDO",74595,2,12
"TUBO EN ""Y""",21280,2,9
"MESA DE ANESTESIA",15137,4,8
"ANALISIS DE ENMIENDA ORGANICA",76948,3,9
"REPUESTO PARA MAQUINA DE TEJER",34682,2,12
"LUMACAFTOR + IVACAFTOR ( COMPRIMIDOS)",76975,2,13
"PERFUME PARA ADULTO",70277,2,6
"GRUPO DE REGULACION PARA QUEMADOR",74742,2,12
"PORTALAMPARA  PLASTICO PARA LAMPARAS PL",77040,2,9
"MODULO DE CONECTOR HDMI",77029,10,43
"REPUESTO Y/O ACCESORIO PARA GENERADOR DE NITROGENO",77034,2,12
"PORTARETRATO DE MADERA",72772,2,7
"ESTUDIO MOLECULAR PARA ENFERMEDAD DE COREA HUNTINGTON",63064,3,8
"DUCTO DE ACEITE BOMBA DE VACIO",24184,2,12
"TUBO ENTRADA DE AIRE",23506,2,12
"TOMOGRAFIA AXIAL COMPUTADA (TAC) UNA REGION SIN CONTRASTE Y CON ANESTESIA",76618,3,8
"SOPORTE PROCESADOR DE BUS",34059,2,12
"PAÑO NO TEJIDO DESCARTABLE",77045,2,9
"PLUMA CON PENDRIVE",76990,2,9
"LLAVE CARRACA",76268,2,8
"ESCOBILLA DE CARBON PARA MOTOR DE TRACCION DE LOCOMOTORA",72257,2,12
"RESORTE DISTRIBUIDOR HIDRAULICO",23743,2,12
"CABEZAL DE HERRADURA PARA NEUROCIRUGIA",76881,2,9
"PANEL DE CONTROL PARA LUMINARIA DE PISTA",34639,4,6
"GESTION DE RESIDUOS HIGIENICOS FEMENINOS",77048,3,9
"MONITOREO DE SISTEMA DE CONTROL Y REGISTRO CONTINUO DE TEMPERATURA",76776,3,9
"APLICACION TERAPEUTICA DE IODO 131 RADIACTIVO - DOSIS 120 MCI",77050,3,8
"KIT PARA EXTRACCION DE ADN A PARTIR DE GEL DE AGAROSA Y/O PRODUCTO DE PCR",75088,2,6
"SULFURO DE SODIO",1519,2,6
"ESTANDAR ETILPARABENO",32850,2,6
"MARCO DE PARABRISAS",74975,2,12
"SELLO DE RUEDA CABILLA",34361,2,12
"CONO DE RUEDA CABILLA",34359,2,12
"COLLAR DE RUEDA GUIA PARA TREN DE RODADO",11774,4,7
"COLLAR DE RODILLO TREN DE RODADO",34347,2,12
"SEGMENTO DE RUEDA CABILLA PARA EQUIPOS DE MOVIMIENTO DE TIERRAS",10886,2,12
"PATIN MAESTRO DE UNA GARRA",11529,2,12
"PATIN DE UNA GARRA DE 20""",10856,2,12
"PIPA DE ESCAPE",34526,2,12
"INSTALACION DE BARRAL LUMINICO EN EQUIPO DE TRANSPORTE",77042,3,7
"REPROCESADOR AUTOMATICO DE FILTROS CAPILARES (HEMODIALISIS)",32210,4,3
"SET DE PLACAS LCP 3.5 PARA RADIO DISTAL",70482,2,9
"EQUIPO DE AFERESIS",76497,4,3
"LUBRICANTE DESODORANTE PARA BOLSA DE OSTOMIA",77058,2,9
"JUEGO DE ROMPECABEZA",76685,2,9
"REPARACION DE APILADORA DE ELEVACION ELECTRICA Y TRASLACION MANUAL",76713,3,7
"BUZO DE GOLERO",75925,2,3
"SHORT DE GOLERO",75924,2,3
"ACETATO DE AMILO",29533,2,9
"GRABADOR DE TARJETA MECANICA DE IDENTIFICACION",7032,10,43
"FIJADOR PARA PELICULA OFFSET",3762,2,9
"FILAMENTO PARA IMPRESORA 3D",73477,2,9
"MATERIAL PARA DEPOSITOS POR EVAPORACION TERMICA Y/O PULVERIZACION CATODICA",77061,2,6
"CONSTRUCCION DE CANCHA POLIDEPORTIVA",77072,6,4
"SIMULADOR DE SOLDADADURA",76818,4,3
"PERNO DE PISTON DE COMPRESOR",23181,2,12
"CONJUNTO RODAMIENTO ACELERADOR",24165,2,12
"RETEN DE EJE PRIMARIO",22918,2,12
"AGUJA ESPINAL PARA RADIOFRECUENCIA",69588,2,9
"MODULO CAJONERO RODANTE PARA USO ODONTOLOGICO",70614,4,3
"CALIBRE FIJO",76787,2,8
"CONVERSOR I/P",71646,2,9
"MANTENIMIENTO DE EXTRACTOR DE AIRE INDUSTRIAL",77036,3,7
"CONSTRUCCION DE PASARELA PEATONAL DE MADERA",76798,6,4
"PLIEGO KIMLON PARA IMPRESORA OFFSET",7595,4,7
"ESTUDIO MOLECULAR PARA SINDROME DE SILVER-RUSSELL",69042,3,8
"TORNIQUETE TACTICO",73900,2,9
"MANTENIMIENTO DE RADIOGRAFO DIGITAL",76084,3,7
"LONA MARITIMA PARA EQUIPO DE TRANSPORTE",77095,2,12
"RELOJ PARA AJEDREZ",77099,2,9
"DETECCION DE ARN DE VIRUS DE HEPATITS A (CUALITATIVA) - PCR",76971,3,8
"CAMARA CLIMATICA PARA LABORATORIO",77093,4,3
"MORSA A BISAGRA",75521,2,8
"RED DE PLANCTON",76420,2,9
"CAJONERA RODANTE CON CUBIERTA DE MELAMINA",77065,4,8
"ESCUADRA OPTICA",2264,2,8
"REPUESTO Y/O ACCESORIO PARA CORTINA METALICA",75308,2,12
"BOX DE DUCHA DE ALUMINIO",66692,2,8
"REGLETA DE CONEXION CERAMICA 10 MM",76805,2,9
"PLACA LCP PARA PERONE DISTAL POSTEROLATERAL",75230,2,9
"SET DE PLACAS LCP E INSTRUMENTAL PARA GRANDES FRAGMENTOS",69141,2,9
"DISPOSITIVO DE CONTROL DE PROCESO DE ESTERILIZACION POR CALOR HUMEDO (AUTOCLAVE)",75839,2,9
"EQUIPO PARA DETERMINACION DE LA RESISTENCIA A TRACCION INDIRECTA",77109,4,3
"UNIDAD DE PRODUCCION DE MICROCEMENTO",77110,4,1
"TARUGO PARA PRECINTO",77121,2,9
"CAJA PARA CERRADURA",77130,2,8
"AJUSTADOR DE LA FUERZA IONICA (ISA)",77111,2,6
"CALDO LACTOSA BILIS VERDE BRILLANTE",77100,2,6
"ADAPTADOR MINI -DISPLAY PORT VGA/HDMI/DVI",77108,10,43
"SELLO PARA AMORTIGUADOR",12712,2,12
"TRANSFORMADOR PARA QUEMADOR",74733,2,12
